country,countryLabel,count
http://www.wikidata.org/entity/Q20,Norway,1956
http://www.wikidata.org/entity/Q30,United States,1519
http://www.wikidata.org/entity/Q148,People's Republic of China,833
http://www.wikidata.org/entity/Q183,Germany,409
http://www.wikidata.org/entity/Q155,Brazil,262
http://www.wikidata.org/entity/Q16,Canada,259
http://www.wikidata.org/entity/Q34,Sweden,247
http://www.wikidata.org/entity/Q881,Vietnam,243
http://www.wikidata.org/entity/Q17,Japan,218
http://www.wikidata.org/entity/Q668,India,217
http://www.wikidata.org/entity/Q40,Austria,214
http://www.wikidata.org/entity/Q142,France,207
http://www.wikidata.org/entity/Q39,Switzerland,199
http://www.wikidata.org/entity/Q29,Spain,184
http://www.wikidata.org/entity/Q38,Italy,183
http://www.wikidata.org/entity/Q213,Czech Republic,167
http://www.wikidata.org/entity/Q211,Latvia,162
http://www.wikidata.org/entity/Q159,Russia,159
http://www.wikidata.org/entity/Q43,Turkey,154
http://www.wikidata.org/entity/Q33,Finland,143
http://www.wikidata.org/entity/Q837,Nepal,116
http://www.wikidata.org/entity/Q145,United Kingdom,89
http://www.wikidata.org/entity/Q865,Taiwan,81
http://www.wikidata.org/entity/Q408,Australia,68
http://www.wikidata.org/entity/Q45,Portugal,65
http://www.wikidata.org/entity/Q843,Pakistan,62
http://www.wikidata.org/entity/Q184,Belarus,61
http://www.wikidata.org/entity/Q298,Chile,58
http://www.wikidata.org/entity/Q96,Mexico,57
http://www.wikidata.org/entity/Q794,Iran,55
http://www.wikidata.org/entity/Q414,Argentina,54
http://www.wikidata.org/entity/Q212,Ukraine,53
http://www.wikidata.org/entity/Q252,Indonesia,52
http://www.wikidata.org/entity/Q664,New Zealand,51
http://www.wikidata.org/entity/Q189,Iceland,48
http://www.wikidata.org/entity/Q1036,Uganda,44
http://www.wikidata.org/entity/Q739,Colombia,38
http://www.wikidata.org/entity/Q230,Georgia,37
http://www.wikidata.org/entity/Q819,Laos,36
http://www.wikidata.org/entity/Q36,Poland,35
http://www.wikidata.org/entity/Q218,Romania,33
http://www.wikidata.org/entity/Q215,Slovenia,33
http://www.wikidata.org/entity/Q419,Peru,32
http://www.wikidata.org/entity/Q403,Serbia,31
http://www.wikidata.org/entity/Q423,North Korea,31
http://www.wikidata.org/entity/Q836,Myanmar,29
http://www.wikidata.org/entity/Q221,North Macedonia,28
http://www.wikidata.org/entity/Q224,Croatia,27
http://www.wikidata.org/entity/Q219,Bulgaria,25
http://www.wikidata.org/entity/Q225,Bosnia and Herzegovina,24
http://www.wikidata.org/entity/Q884,South Korea,23
http://www.wikidata.org/entity/Q974,Democratic Republic of the Congo,23
http://www.wikidata.org/entity/Q833,Malaysia,21
http://www.wikidata.org/entity/Q115,Ethiopia,21
http://www.wikidata.org/entity/Q854,Sri Lanka,19
http://www.wikidata.org/entity/Q214,Slovakia,18
http://www.wikidata.org/entity/Q41,Greece,17
http://www.wikidata.org/entity/Q869,Thailand,17
http://www.wikidata.org/entity/Q265,Uzbekistan,17
http://www.wikidata.org/entity/Q191,Estonia,17
http://www.wikidata.org/entity/Q967,Burundi,17
http://www.wikidata.org/entity/Q800,Costa Rica,16
http://www.wikidata.org/entity/Q863,Tajikistan,14
http://www.wikidata.org/entity/Q916,Angola,14
http://www.wikidata.org/entity/Q232,Kazakhstan,14
http://www.wikidata.org/entity/Q889,Afghanistan,14
