country_name,country_qid,substation,label,type,latitude,longitude
Australia,Q408,http://www.wikidata.org/entity/Q29020177,Bungalora,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020178,South Lismore,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020179,East Lismore,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020180,Lismore S/S,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020181,Lismore 132,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020182,Lismore,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020183,Casino_T,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020184,Tenterfield,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020185,Casino,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020186,Glen Innes,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020187,Rapville,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020188,Moree,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020189,Moree SF,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020190,Inverell,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020191,Narrabri,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020192,Boggabri North,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020193,Boggabri East,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020194,Gunnedah,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020195,Armidale,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020196,Dumeresq,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020197,Dorrigo,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020198,Coffs Harbour,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020199,Koolkhan,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020200,Raleigh,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020201,Alstonville,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020202,Boambee South,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020203,Ballina,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020204,Nambucca,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020205,Dunoon,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020206,Lennox Head,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020207,Suffolk Park,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020208,Ewingsdale,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020209,Macksville,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020210,Kempsey,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020211,Taree,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020212,Brandy Hill,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020213,Capral,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020214,Rothbury,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020215,Kurri Zone Sub,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020216,Stroud,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020217,Mullumbimby,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020219,Port Macquarie,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020220,Heron Creek,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020221,Beresfield,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020222,Kurri,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020225,Muswell Brook 330,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020226,Liddell,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020227,Tomago,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020228,Tomago 132,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020229,Hawks Nest,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020230,Mitchell,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020231,Muswell Brook 132,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020232,Singleton,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020233,Redbank,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020234,Lake Munmorah,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020235,Munmorah,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020236,Charmhaven,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020237,Ourimbah,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020238,West Gosford,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020239,Vales Point,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020240,Wyong,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020241,Tuggerah,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020242,Gosford,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020243,Sommersby,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020244,Colongra,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020032,Aramara,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020033,Mungar,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020036,Teebar Creek,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020037,Woolooga,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020038,Gin Gin,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020039,Callide B Power Station,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020040,Callide C Power Station,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020043,Cooroy,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020044,Nambour,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020046,Beerwah,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020047,Tarong Power Station,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020049,Tarong North Power Station,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020050,Tarong,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020051,Halys,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020052,Mt England,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020053,Wivvenhoe Power Station,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020055,Caboolture,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020056,Hays Inlet,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020060,Brendale,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020061,Griffin,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020063,Stafford,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020064,Upper Kedron,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020065,Greenbank,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020066,Roma Power Station,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020067,Roma,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020068,Columboola T194,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020069,Columboola H77,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020070,Western Downs,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020075,Condamine Power Station,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020076,Bellevue,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020077,Condabri North,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020079,Condabri Central,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020080,Condabri South,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020081,Kogan Creek Power Station,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020082,Dinoun South,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020083,Clifford Creek,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020084,Chinchilla,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020085,Fairview West,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020086,Blythdale,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020087,Fairview South,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020088,Eurombah,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020089,Woleebee Creek,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020090,Yuleba North,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020091,Wandoan South,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020092,Orana,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020093,APLNG Orana,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020094,Braemar 2 Power Station,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020095,Braemar Power Station,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020096,Darling Downs Power Station,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020097,Braemar,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020098,Kumbarilla Park,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020099,Ruby,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020100,Bulli Creek,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020101,Millmerran,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020105,Millmerran Power Station,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020106,Rocklea,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020107,Corinda,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020108,Tennyson,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020109,Sumner,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020110,West Darra,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020111,Richlands,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020112,Runcorn,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020113,Algester,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020114,Oakey GT Power Station,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020115,Oakey,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020116,Daadine,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020117,Dalby,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020118,Tangkam,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020119,South Toowoomba,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020120,Kearneys Spring,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020121,Middle Ridge,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020122,Postmans Ridge,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020123,Gatton Bulk Supply,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020124,Torrington,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020125,Yarranlea,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020126,Lockrose,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020127,Warwick,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020128,Stanthorpe,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020129,West End,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020130,Ashgrove West,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020131,Kelvin Grove,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020132,Milton,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020133,SSNSD,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020134,SSQRT,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020135,SSMST,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020136,SSMLS,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020137,SSCST,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020138,Victoria Park,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020139,Ann Street,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020140,Wellington Road,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020245,Broadmeadow,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020246,Merewether,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020247,Waratah West,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020248,Jesmond,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020249,Waratah,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020250,Maryland,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020251,Charlestown,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020252,Argenton,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020255,Rathmines,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020257,Morisset,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020258,Awaba,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020259,Sydney East,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020260,Sydney North,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020262,Macquarie Park,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020263,Vineyard,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020264,Hawksbury,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020265,Mungerie Park,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020266,Rouse Hill,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020267,Parklea,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020269,West Castle Hill,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020270,Cheriton Avenue,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020271,Bella Vista,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020272,Carlingford,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020273,Baulkham Hills,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020274,Rozelle,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020275,Homebush Bay,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020276,Drummoyne,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020279,Marrickville,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020280,Beaconsfield South,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020281,Belmore Park,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020282,Beaconsfield North,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020283,Beaconsfield West,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020284,New Canterbury,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020286,St Peter,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020287,Meadowbank,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020288,Lane Cove,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020289,Top Ryde,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020290,Dalley Street,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020291,Surry Hills,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020292,Waverley,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020293,Rose Bay,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020294,BHP,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020295,Quakers Hill,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020297,Rooty Hill,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020298,Doonside,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020299,Huntingwood,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020300,Arndell Park,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020301,Blacktown,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020302,Peakhurst,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020303,Kogarah,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020304,Hurstville North,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020306,Clovelly,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020308,Double Bay,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020309,Campbell,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020310,Haymarket,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020311,Green Square,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020312,Kingsford,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020313,Maroubra,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020314,Bunnerong,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020315,Kurnell,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020317,Gwawley Bay,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020318,Cronulla,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020319,Kirrawee,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020320,Port Hacking,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020321,Engadine,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020322,Menai,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020323,Greenacre Park,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020324,Potts Point,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020325,Rockwood Road,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020326,West Parramatta,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020327,North Parramatta,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020328,Holroyd,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020329,East Parramatta,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020330,West Wetherill,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020331,Wetherill Park,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020332,Bankstown,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020333,Sefton,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020334,Granville,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020335,Camellia,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020336,Guilford,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020337,Smithfield,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020338,Sydney West,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020339,Abootsbury,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020341,Denham Court,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020342,Nepean,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020343,West Liverpool,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020344,South Leppington,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020345,Liverpool,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020346,Bayswater,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020347,Warragamba,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020348,Regentville,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020349,Warrimoo,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019945,Bolingbroke,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019946,Mindi,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019948,Racecourse Mill,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019964,Broadlea,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019967,Goonyella Riverside,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019970,Bouldercombe,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019971,Egans Hill,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019972,Pandoin,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019973,Rocklands,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019974,Rockhampton,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019977,Barcaldine Power Station,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019985,Rangal,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019992,Yarwun,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019993,Boat Creek,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019995,Larcom Creek,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019996,Raglan,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019997,Grantleigh,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019998,Wycarbah,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29019999,Stanwell Power Station Auxillary,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020000,Stanwell Power Station,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020001,Stanwell,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020003,Wiggins Island,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020004,Gladstone North,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020005,Callemondah,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020006,Boyne Island,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020007,Gladstone T5,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020008,Gladstone H7,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020009,Gladstone South T19,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020010,Qal,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020011,Qal West,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020012,Qal South,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020013,Maryborough,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020014,Wurdong,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020015,Korenan,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020016,Granite Creek,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020018,Clayton,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020029,Traveston,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020030,Cooran,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020031,Isis,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020350,Lawson,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020352,Mamre,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020353,Mt Druit,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020354,Penrith,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020355,Ingleburn,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020356,Tallawarra,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020358,Springhill,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020359,Beryl,electrical substation,,
Australia,Q408,http://www.wikidata.org/entity/Q29020360,Wellington,electrical substation,,
