jao_substation,matched_osm_name,osm_id,latitude,longitude
FLORENSAC,Poste électrique de Florensac,130595758,43.3864144,3.4815615
FOUSCAIS,Poste électrique de Fouscais,129740666,43.6064916,3.4575285
FRASNE,Poste électrique de Frasne,159167277,46.8719309,6.1631253
FREJUS,RFF Tunnel Frejus,355589986,45.1947249,6.668294
FRUGES,Croix de Fruges,236486195,45.246726,4.236532
GAMPALOUP,Poste électrique de Gampaloup,128106453,45.3352682,4.8333942
GANGES,Poste électrique de Ganges,121087628,43.9458667,3.7242428
GARCHIZY,Poste électrique de Garchizy,142456160,47.0311938,3.0848205
GATINAIS,Poste électrique du Gâtinais,86297273,48.0892215,2.3847908
GAUGLIN,Poste électrique de Gauglin,41829825,47.5066093,2.8704964
GAVRELLE,Poste électrique de Gavrelle,117893799,50.3372696,2.8852248
GINESTOUS,Poste électrique de Ginestous,110876167,43.6578105,1.4115917
GIVORS,Givors,80587140,45.2778637,5.6476624
GODIN,Poste électrique de Godin,147174230,44.5406861,2.2275514
GOURJADE,Poste électrique de Gourjade,88689866,43.6231167,2.2529671
GRAFFENSTADEN,Poste électrique de Graffenstaden,90032133,48.5302937,7.6836409
GRAND-COURONNE,Poste électrique de Grand-Couronne,119048154,49.3504706,0.9933398
GRAND-QUEVILLY,Poste électrique du Grand-Quevilly,197263262,49.4193214,1.0222651
GRANDVAL,Poste électrique de Grandval,135855287,44.9214466,3.0723991
GRANZAY,Poste électrique de Granzay,105630888,46.2185299,-0.5186666
GREZILLAC,Poste électrique de Grézillac,142420422,44.8133395,-0.2317954
GRIMAUD,Grimaudière,129612238,45.5877041,5.0905089
GRISOLLES,Poste électrique de Grisolles,101207712,44.5783768,6.1365327
GROS-CAILLOU,Poste électrique de Gros-Caillou,82976238,50.317146,3.3387187
GROSNE,Poste électrique de Grosne,122563466,46.6296461,4.7109172
GUEBWILLER,Poste électrique de Guebwiller,146449312,47.8993039,7.2266163
GUEUGNON,Gueugnon (EGD),122923029,46.609555,4.0759428
GUPIE,Poste électrique de la Gupie,190187643,44.5505939,0.1415855
HENRI-PAUL,Poste électrique Henri-Paul,318502246,46.7471238,4.5037631
HOLQUE,Poste électrique de Holque,129581885,50.8507945,2.2116428
HOUDREVILLE,Poste électrique de Houdreville,295403868,48.5199986,6.0813219
ILE-NAPOLEON,Poste électrique de Île-Napoléon,130132975,47.7692307,7.3826471
ISSEL,Visselhövede,37194228,52.9921399,9.5819281
ISSOIRE,ROUTE D ISSOIRE,63109488,45.4646957,3.2364598
JACQUARD,Jacquard,67453144,47.9670352,0.1802991
JALIS,Poste de Jalis,604408491,43.6222012,0.587458
JONQUIERES,Poste électrique des Jonquières,114018928,43.8291589,4.583855
KEMBS,Kembs,406691575,47.654262,7.517109
LANDRES,Poste Electrique de Landres,184492595,49.3074315,5.7742519
LANNEMEZAN,Poste électrique de Lannemezan,294002018,43.1129588,0.3925135
LATENA,Poste électrique de Laténa,85273680,49.6576763,2.9379827
LAUNAY,Sous-station de Malaunay,166509939,49.5244692,1.0329813
LAVERA,Poste électrique de Lavéra Martigues,114730382,43.3833764,5.0237521
LAVEYRUNE,Laveyrune,590596961,44.6204493,3.8999054
LEGUEVIN,Poste électrique de Leguevin,115437692,43.5981765,1.2741342
LESCAR,Poste électrique de Lescar,146449674,43.3152189,-0.4346341
LESQUIVE,Poste électrique de Lesquive,49510896,43.8167755,1.2732964
LIGNAT,Poste électrique de Lignat,118727701,45.7201574,3.2656788
LIMEUX,Poste électrique de Limeux,580568888,50.0111069,1.8283986
LINGOSTIERE,Poste électrique de Lingostière,146590045,43.7187793,7.1881677
LIVIERE,Poste électrique de Livière,130459448,43.1968779,2.9816988
LOGELBACH,Poste électrique de Logelbach,118079877,48.083511,7.3066727
LONNY,Poste électrique de Lonny,82825438,49.8274761,4.5728722
LUMES,Poste électrique de Lumes,129631438,49.7481501,4.7963388
LUTTERBACH,Poste électrique de Lutterbach,126417428,47.7528381,7.257416
MALGOVERT,Poste source de Malgovert,98415440,45.6193286,6.7893391
MALINTRAT,Poste électrique de Malintrat,71125063,45.809146,3.1954908
MAMBELIN,Poste électrique de Mambelin,39389229,47.3672079,6.6634548
MANDARINS,Poste électrique des Mandarins,1271288345,50.902242,1.7840403
MARGERIDE,Margeride,136326140,44.7915122,3.2815418
MARLENHEIM,Poste électrique de Marlenheim,118086309,48.6118693,7.526388
MARMAGNE,Poste électrique de Marmagne,23286313,47.1019086,2.2603599
MARQUIS (LE),MARQUIS (LE) (ENGRAIS D AMBES),491111152,45.0052972,-0.5497532
MARSILLON,Poste électrique de Marsillon,111414142,43.3857827,-0.5953198
MASTAING,Poste électrique de Mastaing,82967739,50.2963595,3.2907762
MAUBEUGE,Poste électrique de Maubeuge,147398275,50.2639594,3.929454
MERY-SUR-SEINE,Poste électrique de Méry-sur-Seine,82599261,48.5197718,3.9183484
MEZEROLLES,Poste électrique de Mézerolles,89034196,48.9330211,1.7414515
MIONS,Poste électrique de Mions,24020441,45.6742597,4.9753804
MOIMONT,Poste électrique de Moimont,85339874,49.0910973,2.529085
MOLIERE,20 Rue Molière,65578824,45.8730618,1.2427452
MONDION,Sous-station de Mondion,434500830,46.9273282,0.4528689
MONTCROISETTE,Poste électrique de Montcroisette,169799372,50.4504712,2.8020124
MONTGROS,Poste électrique de Montgros,818615647,44.7912528,3.7199107
MONTLUCON,Poste électrique de Montluçon,70452467,46.3202264,2.6042087
MONTOIS,Poste électrique de Montois,147398276,49.2129613,6.0116106
MONTPELLIER,Poste électrique de Montpellier (Saint-Jean-de-Védas),26272450,43.5805087,3.8494255
MONTPEZAT,Poste de Montpezat,440538762,44.7027062,4.229484
MORBRAS,Poste électrique de Morbras,27266058,48.778795,2.6484339
MOUGINS,Poste électrique de Mougins,139593701,43.5842576,7.0079127
MOULAINE,Poste électrique de Moulaine,225210595,49.4831109,5.7917343
MOULINEAUX,Poste électrique de Moulineaux,658561056,48.8262775,2.2686049
MUHLBACH,Poste électrique de Muhlbach,32196554,47.9071036,7.5557913
NEMOURS,Poste électrique de Nemours,186499822,48.2350598,2.6878643
NEOULES,Poste électrique de Neoules,93189928,43.276407,6.0223277
NIORT,Poste électrique de Niort,85446794,46.3489163,-0.4335121
NOGENTEL,Poste électrique de Nogentel,146534504,49.0236376,3.4065703
ORMES,Poste électrique de Ormes,86969390,49.2361693,3.9753546
OUDON,Poste électrique de Coudon,150329778,43.1578746,5.972768
PALENTE,Poste électrique de Palente,468096792,47.2672044,6.0542348
PASSY,Poste électrique de Passy,182816228,45.9159833,6.7250501
PATIS,Pâtissière,126716792,45.8406212,4.9938186
PELISSIER,Pélissier,112925040,43.9544641,2.1379897
PERTAIN,Poste électrique de Pertain,85273676,49.795328,2.857112
PESSAC,Groupement de postes de Pessac,27558020,44.7880825,-0.666608
PLAISANCE,Plaisance,31803659,47.9258914,0.1543928
PLESSIS-GASSOT,Poste électrique de Plessis-Gassot,82741307,49.0341911,2.432578
PONTARLIER,Poste électrique de Pontarlier,39575812,46.9117648,6.3575133
PONTEAU,Poste électrique de Ponteau,214858101,43.360891,5.0231548
PONT-SEPT,Poste électrique du Pont-Sept,34398164,49.4952859,0.1804939
PORCHEVILLE,Poste électrique de Porcheville,89022080,48.971347,1.7625486
PORT-JEROME,Poste électrique de Port-Jérôme,247427865,49.4822544,0.551175
PRATCLAUX,Poste électrique de Pratclaux,125494395,44.9734536,3.6499344
PREGUILLAC,Poste électrique de Préguillac,105571340,45.6741716,-0.6062348
PRIMEVERES,Poste électrique Primevères,158232795,48.9440467,2.5137345
PRIONNET,Poste électrique du Prionnet,202753898,43.7053685,5.7724506
PUSY,Poste électrique de Pusy,120522167,47.6528765,6.1637289
PYMONT,Poste électrique de Pymont,122361853,46.6916398,5.5618632
RASSUEN,Rassuen,228049601,43.4936917,4.9671572
REALTOR,Poste électrique de Réaltor,27259817,43.4469666,5.3428575
REMISE,Poste électrique de Remise,85821243,49.2880536,1.9302607
REVIGNY,Poste électrique de Révigny sur Ornain,138382023,48.8179262,4.997607
RICHEMONT,Richemont,207292011,49.2841052,6.179208
RIVENEUVE,Riveneuve,118400622,43.1205674,1.6410471
ROGNAC,Poste électrique de Rognac,110602470,43.507312,5.2174135
ROM,Umspannwerk Rommelshausen,22604016,48.8014546,9.3112524
ROMAINVILLE,Poste électrique de Romainville,35538714,48.8945414,2.43774
ROQUEROUSSE,Poste électrique de Roquerousse,121161175,43.6735072,5.1008191
ROUGEMONTIER,Poste électrique de Rougemontier,85827397,49.3435019,0.7354034
ROUSSON,Poste électrique de Rousson,130017468,48.0946751,3.2784865
RUEYRES,Poste électrique de Rueyres,83726363,44.7793254,2.6892346
SAINNEVILLE,Poste électrique de Sainneville,34387620,49.5520598,0.2750557
SANILHAC,Poste électrique de Sanilhac,134147651,45.1431836,0.6854253
SAUSSET,Poste électrique de Sausset,188144496,48.9761215,2.5755133
SEREIN,Poste électrique de Serein,81228088,47.8865079,3.7409507
SERRE-PONCON,Poste électrique de Serre-Ponçon,111769053,44.4695701,6.2679114
SERRIERES,Poste électrique de Serrières,147580994,45.8872889,5.841812
SEUIL,Poste électrique de Seuil,82825446,49.453608,4.4341886
ST-AUBIN,Hauts de St-Aubin,949153905,47.4942663,-0.5719511
TAMAREAU,Poste électrique de Tamareau,26376870,43.6326272,3.7161874
TAVEL,Poste électrique de Tavel,110086345,44.0149575,4.6427746
TERRETTE,Umspannwerk Unterrettenbach,152303289,47.1105763,15.8443878
VERGER,Vergers d'Alexis,68885461,46.2471285,6.0787
VERTEFEUILLE,Poste électrique de Vertefeuille,131317126,50.6764437,3.0371472
VILLARODIN,Poste électrique de Villarodin,95149719,45.2127395,6.7152362
VINCEY,Poste électrique de Vincey,81758476,48.3537286,6.3261695
WARANDE,Poste électrique de Warande,85203486,50.9491216,2.1604168
Bosaca,ESt Bošáca,614130490,48.794207,17.8393636
Bystricany,Bystričany,146531966,48.6662046,18.5119306
Cierny Vah,PVE Čierny Váh,203232760,49.0089722,19.9092462
Gabcikovo,Gabčíkovo,648002755,47.8861031,17.5454093
Kosice,Elektrická stanica Košice východ,559166709,48.7409036,21.2915608
Krizovany,Križovany,51982806,48.3365939,17.6602965
Lemesany,Lemešany,100979306,48.859244,21.2548273
Levice,ESt Levice,128968280,48.233272,18.603602
Medzibrod,Medzibrod,107626084,48.7964812,19.3666489
Moldava,Moldava,320168128,48.6023696,21.045061
Sala,Salave de Bise,48183221,46.5771401,5.9463786
Siroka,Široká,639671352,49.2475694,19.3388567
Sucany,Sučany,239560640,49.0906943,18.975978
Velky Dur,ESt Veľký Ďur,220704941,48.2058933,18.4269102
Vola,Crevola Divera,105591482,46.1612016,8.3068707
Alba Iulia,Alba Iulia,262942355,46.0891575,23.5709161
Arad,Le Paradis,64514907,45.4505237,-0.4506765
Arefu,Arefu,210831971,45.3270535,24.6368661
Baru Mare,Baru Mare,1066153075,45.4800948,23.1422063
Bradu,Bradu,205384220,44.7626518,24.8955471
Calea Aradului,Calea Aradului,208872164,45.8196698,21.1755049
Campia Turzii,Câmpia Turzii,208263479,46.5340854,23.873213
Cetate,Cetate,108198802,44.1134686,23.058911
Cluj Floresti,Cluj Florești,198283094,46.7397196,23.4601538
Craiova Nord,Craiova Nord,198777681,44.366168,23.8369111
FAI,Poste électrique de Faidherbe,63638167,48.8526138,2.3824125
Fantanele,Fântânele,208452701,46.4204511,24.7719694
Gadalin,Gadalin Substation,196557387,46.8170133,23.8566719
Gradiste,Grădiște,807600590,44.4162201,24.3645145
Hasdat,Hășdat,71212865,45.7351827,22.9162534
Iaz,Piazzola,161300111,45.5344799,11.7761875
Iernut,Iernut,234876695,46.4661751,24.1830372
Lotru,Lotru,206558254,45.3870287,23.9438789
Mintia,Mintia,97402111,45.9166039,22.8316323
Nadab,Nădab,195155625,46.4655737,21.5261151
Oradea Sud,Oradea Sud,191363648,47.0216203,21.947798
Paroseni,Paroșeni,823793123,45.3641839,23.2625817
Pestis,Peștiș,98111242,45.7947234,22.9181896
Portile de Fier,Portile de Fier,228718321,44.6722329,22.5388405
Raureni,Râureni,208294496,45.0634834,24.3394795
Resita,Reșița,208263464,45.345359,21.9214861
Retezat,Retezat,198901559,45.4780169,22.8336049
Rosiori,Roșiori,182655738,47.7088329,23.2202438
Sacalaz,Stația Electrică Săcălaz,208872170,45.7603393,21.158791
Sardanesti,Sărdănești,199657993,44.7697122,23.3531593
Sibiu Sud,Sibiu Sud,101414849,45.7713651,24.1471137
Slatina,TS Slatina,149812653,45.7162931,17.7175111
Stuparei,Stupărei,208294493,45.0120499,24.274472
Tantareni,Ţânţăreni,199657990,44.6132516,23.4903471
Tihau,Tihău,172029146,47.2363725,23.3275295
Turnu Magurele,Turnu Măgurele,182886368,43.7576435,24.8997902
Ungheni,Ungheni,97334781,46.4952631,24.4796476
Urechesti,Urechești,199657972,44.9713467,23.256972
Bergum,220 kV Bergum,87448656,53.2120965,6.0278894
Beverwijk,380 kV Beverwijk,308181656,52.4729149,4.6791142
Bleiswijk,380 kV Bleiswijk,72888152,52.0362238,4.5303838
Borssele,150 kV Borssele,87787238,51.43503,3.7284065
Boxmeer,380 kV Boxmeer,157902099,51.6385377,5.9130218
Breukelen Kortrijk,380 kV Breukelen Kortrijk,480742730,52.1605158,4.9875841
Crayestein,380 kV Crayestein,23135563,51.8137564,4.7479703
Diemen,150 kV Diemen,22976749,52.3378663,5.016006
Dodewaard,150 kV Dodewaard,25465725,51.9292874,5.6721808
Eemshaven Oudeschip,380 kV Eemshaven Oudeschip,129638950,53.4359482,6.862448
Eemshaven,380 kV Eemshaven,89178675,53.4247536,6.8740017
Eindhoven,150 kV Eindhoven Zuid,87208003,51.4094819,5.4661212
Ens,Poste électrique de Saint-Orens,16287586,43.5526134,1.5115066
Hessenweg,220 kV Hessenweg,87354307,52.5310293,6.1881998
Hollandse Kust Zuid Landstation,380 kV Hollandse Kust Zuid Landstation,693745438,51.9837079,4.0268692
Krimpen,150 kV Krimpen a/d IJssel,165242801,51.9124393,4.6286127
Lelystad,150 kV Lelystad,87207981,52.5747959,5.5348456
Louwsmeer,110 kV Louwsmeer,87448633,53.190209,5.8751428
Maasbracht,150 kV Maasbracht,162176185,51.1471387,5.9222493
Maasvlakte,380 kV Maasvlakte,23135714,51.9560093,4.0225768
Oostpolder,110 kV Noordoostpolder Voorsterweg,80233205,52.6819581,5.9350496
Oostzaan,380 kV Oostzaan,22984334,52.429035,4.8761759
Oudehaske,220 kV Oudehaske,87358157,52.9732946,5.8713685
Rilland,150 kV Rilland,23136337,51.4256398,4.2267389
Robbenplaat,220 kV Robbenplaat,168039816,53.424391,6.8730173
Vierverlaten,220 kV Vierverlaten,87342754,53.2113848,6.475218
Vijfhuizen,150 kV Vijfhuizen,146910463,52.3742697,4.6973817
Wateringen,150 kV Wateringen,72888154,52.0165494,4.3071788
Weiwerd,110 kV Delfzijl Weiwerd,168037481,53.3077017,6.9584403
Westerlee,380 kV Westerlee,96382845,51.9824319,4.2240018
Wijk aan Zee,380 kV Wijk aan Zee,1246030551,52.4864987,4.6214084
Zwolle,380 kV Zwolle,87354306,52.5298868,6.1900232
Alfstedt,Alfstedt,31927411,53.566531,9.0684989
Elsfleth/W,Schaltanlage Elsfleth/West,829116805,53.2368448,8.402906
Farge,Farge,24715748,53.2026616,8.518855
Grohnde,Grohnde,24413992,52.0266583,9.3901609
Algermissen,Algermissen,23899043,52.2781627,9.9171741
Altheim,Umspannwerk Altheim,77694901,48.585733,12.2208354
Aschaffenburg,Umrichterwerk Aschaffenburg,44158873,49.9857345,9.0929381
Audorf,Audorf,33148774,54.2920425,9.7270772
Kiel/S,Kiel-Süd,27124619,54.2755441,10.1564171
Handewitt,Umspannwerk Handewitt,449010725,54.7282618,9.3157873
Schuby/W,Schuby/West,907539360,54.5219991,9.4342782
Bechterdissen,Bechterdissen 220 kV,24264701,52.0003456,8.6596117
Elsen,Station Gelsenkirchen,25038466,51.5190718,7.0754048
Grafenrheinfeld,Grafenrheinfeld,108797675,49.9812295,10.187931
Borken,Station Borken,29472308,51.8393976,6.8797669
Bergshausen,Umspannwerk Bergshausen 380kV,156960655,51.2589664,9.5138577
Itzehoe/W,Itzehoe/West,60032354,53.967675,9.4489736
Conneforde,Conneforde/Ost,1128250704,53.3318034,8.054024
Conneforde/O,Conneforde/Ost,1128250704,53.3318034,8.054024
Diele,Diele,177829920,53.1259493,7.3115315
Dipperz,Dipperz,148446247,50.5288076,9.7740004
Stade/W,Umspannwerk Stade-West,881636329,53.6325483,9.4897208
Unterweser,Unterweser,32076853,53.4285522,8.4747054
Eltmann,Eltmann,24758329,49.9800567,10.6645026
Emden/Borssum,Emden-Borssum,34835258,53.349965,7.2242888
Godenau,Godenau,30109913,52.0008345,9.7973087
Erzhausen,Erzhausen,699048438,51.8975694,9.9238451
Etzenricht,Umspannwerk Etzenricht,29084374,49.631035,12.1144211
Schwandorf,Schwandorf,28956649,49.2977303,12.0821833
Fedderwarden,Konverter Station Fedderwarden,31024391,53.5582363,8.0716837
Karben,Umspannwerk Karben,24042358,50.2035044,8.8101902
Niedervieland,Niedervieland,44717036,53.0924878,8.6949389
Mecklar,Umspannwerk Mecklar 380kV,29309786,50.9175581,9.7460332
Jardelund,Jardelund,301158539,54.8510809,9.1975842
Ingolstadt,Ingolstadt,24768051,48.7612393,11.5077731
Sittling,Umspannwerk Sittling,24759324,48.8380861,11.7923976
Irsching,Umspannwerk Irsching,137602559,48.764618,11.5812194
Zolling,Zolling,133342285,48.4553863,11.8075757
Wahle,Wahle 380 kV,24262656,52.2846137,10.3653202
Landesbergen,Landesbergen,27739871,52.5382675,9.125267
Ohlensehlen,Ohlensehlen,267947573,52.564215,8.8941194
Mehrum,Umspannwerk Mehrum,274621059,52.3151261,10.0876504
Ludersheim,Umspannwerk Ludersheim,133349218,49.3935015,11.3271097
Inhausen,Inhausen,29420322,53.6202599,8.0600485
Voslapp,Voslapp,26455019,53.6058779,8.0856419
Marienberg,UW Marienberg,75865676,47.913243,12.1299819
Redwitz,Umspannwerk Redwitz,24757392,50.1620758,11.1932457
Mehrum/N,Mehrum-Nord,1011084707,52.318456,10.0931267
Oberbachern,Umspannwerk Oberbachern,18629425,48.2914378,11.3707944
Neufinsing,Umspannwerk Neufinsing,24158385,48.2213148,11.8130166
Oberbrunn,Umspannwerk Oberbrunn,24237879,48.0520329,11.29395
Ottenhofen,Umspannwerk Ottenhofen,26245195,48.2067924,11.8681843
Oberhaid,Umspannwerk Oberhaid,24757833,49.9280171,10.836228
Raitersaich,Umspannwerk Raitersaich,24705761,49.3784785,10.8432546
Siems,Umspannwerk Siems,1102237380,53.9096121,10.7608729
Sottrum,Sottrum,113047581,53.1137316,9.2495966
Heide/W,Umspannwerk Heide-West,603661085,54.1622529,9.0512638
Lage,Umspannanlage Brauweiler,23084554,50.966176,6.8040538
Klein Ilsede,Klein Ilsede,24272339,52.2934985,10.2359622
Stadorf,Stadorf,28343115,52.9953935,10.3852111
Frankfurt/N,Frankfurt/Nordwest,616337073,50.1939082,8.6604841
Hardegsen,Hardegsen,43072656,51.6492294,9.85066
Hattorf,Umspannwerk Hattorf,24258096,52.3674921,10.7612236
Helmstedt,Umspannwerk Helmstedt,26474759,52.2001435,10.999352
Kriegenbrunn,Umspannwerk Kriegenbrunn,28613721,49.5585642,10.9728463
Lamspringe,Lamspringe,810315511,51.9542739,9.9878741
Pirach,Umspannwerk Pirach,91080806,48.1485314,12.7479214
Plattling,Umspannwerk Plattling,78441545,48.7650817,12.8533262
Pleinting,Umspannwerk Pleinting,24976300,48.6668064,13.1031456
Rhede,Rhede,32042992,53.0266717,7.2546569
Sandershausen/O,Sandershausen/Ost,456386244,51.3313783,9.5852749
Silz,Umspannwerk Silz,95812231,47.2695305,10.9662584
Simbach,Umspannwerk Simbach,91086220,48.2620466,13.0028153
Waldeck,Waldeck,41072584,51.1675223,9.0506579
Jochenstein,Umspannwerk Jochenstein,50729129,48.5192965,13.7107465
Kainachtal,Umspannwerk Kainachtal/Zwaring,83740194,46.9036309,15.4230708
Karlsruhe,Umspannwerk Karlsruhe Ost,32725958,49.0074381,8.4516208
Kledering,Umrichterwerk Kledering,25539194,48.1391421,16.4329859
Kronstorf,Schaltwerk Kronstorf,235546807,48.1163904,14.4693298
Kupferzell,Umspannwerk Kupferzell,143854536,49.2326602,9.6947415
Lienz,UST Lienz Alleestraße,148495765,46.8299772,12.7585271
Marbach,Umspannwerk Marbach,97825259,48.9268706,9.2360827
Mayrhofen,Schaltanlage Mayrhofen,28596524,47.1625541,11.8507323
Metzingen,Umspannwerk Metzingen,30734324,48.5498005,9.274427
Heidelberg,Heidelberger Straße,150520304,49.3724458,8.7710989
Neurott,Neurott,207248812,49.3567063,8.6231924
Neusiedl,Umspannwerk Neusiedl,82201785,47.9604113,16.837982
Oberjettingen,Umspannwerk Oberjettingen,26814283,48.5837056,8.785313
Obersielach,Umspannwerk Obersielach,83831570,46.6685514,14.681692
Oststeiermark,Umspannwerk Oststeiermark/Wünschendorf,83742801,47.0909039,15.7257874
Rosegg,Kraftwerk Rosegg,86119428,46.5683182,14.0279728
Salzach,Umspannwerk Salzach Stich,33041399,47.8310518,13.0296454
Sarasdorf,Umspannwerk Sarasdorf,107248400,48.0318168,16.6959469
Schwarzenbach,Schwarzenbach Seeuferstr,28342298,48.6626195,8.3102486
St. Peter,Umspannwerk St. Peter,81540198,48.2563255,13.0819957
Tauern,Umspannwerk Tauern,38868243,47.2777201,12.7398102
Ternitz,Umspannwerk Ternitz,83202471,47.7070882,16.0649892
Wallsee,Umspannwerk Wallsee,95837658,48.1641688,14.6952629
Westtirol,APG Umspannwerk Westtirol,727225348,47.2439938,10.8739154
Leupolz,Umspannanlage Leupolz,57727004,47.7386397,10.3624707
Oberottmarshausen,Umspannwerk Oberottmarshausen,30613895,48.2380488,10.840467
Westerkappeln,Station Westerkappeln,114319248,52.2777476,7.8901966
Arpe,Station Arpe,42799487,51.1779156,8.2119755
Meitingen,Station Meitingen,24652261,48.5395094,10.8675348
Lechhausen,Umspannwerk Lechhausen,53378027,48.4012798,10.9366471
St. Barbara,Schaltanlage St. Barbara,89352550,49.3576545,7.2403989
Bandstahl,Umspannwerk Bandstahl,154869247,50.4365408,7.4334941
Benteler,Umspannwerk Benteler,38228538,51.7428234,8.7252024
Meckenheim,Meckenheim,42423415,50.6177344,7.0129017
Maximiliansau,Umspannwerk Maximiliansau,276249131,49.0291863,8.2728935
Altenkleusheim,Umspannwerk Altenkleusheim,132814303,51.01074,7.9378578
Bixterheide,Umspannwerk Bixterheide,51940126,51.4093633,7.7243234
Opladen,Station Opladen,22761839,51.0699009,6.9659141
Garenfeld,Garenfeld,24667346,51.4015378,7.5058608
Mittelbexbach,Mittelbexbach,152018146,49.3694937,7.2357783
Herbertingen,Umspannwerk Herbertingen,25306752,48.0645109,9.4249693
Tiengen,Umspannwerk Tiengen,31367940,47.6342495,8.2595026
Bochum,Station Bochum,68549340,51.4720283,7.1792583
Brauweiler,Umspannanlage Brauweiler,23084554,50.966176,6.8040538
Karnap,Station Karnap,59925390,51.5141771,6.9960712
Rosenblumendelle,Station Rosenblumendelle,26291794,51.4444457,6.9479131
Gersteinwerk,Station Gersteinwerk,42507488,51.6763673,7.7089203
Ruhrzink,Ruhrzink,787840119,51.6212451,7.3242238
Elmenhorst,Station Elmenhorst,24415232,51.6184678,7.4449555
Datteln,Station Datteln,23076726,51.6535004,7.3534562
Dauersberg,Station Dauersberg,152403632,50.7683758,7.8634118
Hamborn,Hamborn 3&4,35833445,51.4903498,6.727645
Hoheneck,Transnet BW Umspannwerk Hoheneck,25786404,48.9131899,9.1969274
Eiberg,Schaltwerk Freiberg,48432226,48.8407117,9.2073879
Diefflen,Diefflen,82310607,49.3648523,6.7555161
Eller,Station Eller,23140544,51.2054109,6.846974
Ensdorf,Unterwerk Regensdorf,31308888,47.4528401,8.4518061
Uchtelfangen,Umspannwerk Uchtelfangen,54359256,49.3757454,6.9962061
Bauler,SA Bauler,89176939,49.9586343,6.2111151
Bischofsheim,Umspannstation Bischofsheim,24685992,49.982337,8.3892131
Edelstahl,Station Edelstahl Krefeld,93278553,51.2995098,6.5425229
Bayer,Station Bayerwerk Dormagen,92249619,51.0836831,6.8335824
Gohrpunkt,Station Gohrpunkt,27919734,51.0909319,6.7097468
Osterath,Station Osterath,24799890,51.2606037,6.625973
Rommerskirchen,Umspannwerk Rommerskirchen,24839976,51.0087352,6.7025812
Geithe,Geithe,112695048,51.6729412,7.9307513
Lippborg,Station Lippborg,42488855,51.6735182,7.9814757
Uentrop,Umspannungsanlage Uentrop,42488850,51.6836933,7.9928766
Gellep,Station Gellep,1040551074,51.3248366,6.6747606
Niederstedem,Station Niederstedem,151967290,49.9225682,6.4750458
Gelsenberg,Station Gelsenberg,25051880,51.5407148,7.0369848
Bollenacker,Station Bollenacker,32148946,50.8337789,6.9633219
Sechtem,Station Sechtem,22766160,50.7956748,6.9726655
Kusenhorst,Umspannwerk Kusenhorst,29077623,51.6967005,7.0608279
Gremberghoven,Umspannwerk Gremberghoven,29374518,50.9043464,7.0455643
Siegburg,Station Siegburg,22767509,50.7989776,7.192462
Stockem,Station Stockem,22796434,50.826801,7.0958304
Pfungstadt,Umspannanlage Pfungstadt,147521567,49.8155883,8.5885633
Gronau,Station Gronau,29471404,52.2042328,7.0346526
Gundelfingen,Schaltanlage Gundelfingen,88945213,48.5184999,10.3918502
Enniger,Station Enniger,42560068,51.8230907,7.9938515
Kruckel,Station Kruckel,22964137,51.4569482,7.4172187
Kriftel,Umspannwerk Kriftel,38661452,50.0973425,8.4718525
Hattingen,Station Hattingen,63114179,51.3893181,7.1683638
Lambsheim,Umspannanlage Lambsheim,175379477,49.525428,8.2917447
Otterbach,Otterbach,152107815,49.4826808,7.7290339
Dettingen,Umspannwerk Dettingen,42372159,50.0602301,8.9894807
Oberzier,Station Oberzier,26593929,50.8715076,6.4578393
Koblenz,Unterwerk Koblenz,89766747,50.3867282,7.5645114
Linde,Nebringen Lindenäckerstraße,30338362,48.5648205,8.8504569
Halfeshof,Station Halfeshof,33816726,51.1715065,7.1229927
Nordlicht,Station Nordlicht,24280460,51.5653421,6.9067198
Niederrhein,Station Niederrhein,24462426,51.6466761,6.6811483
Spellen,Spellen,24462317,51.6187314,6.6143159
Utfort,Station Utfort,23380800,51.4754166,6.6168841
Rath,Unterwerk Wickrath,23692543,51.1211297,6.3959845
Selbeck,Station Selbeck,25043127,51.3745227,6.8681042
Lippe,SCI Le Philippe,90645009,46.1941119,6.2323378
Kottigerhook,Kottigerhook,42874315,52.1773811,7.0100003
Norf,Station Norf,31762305,51.1471157,6.7725072
Wehrendorf,Wehrendorf,33411203,52.3457786,8.3079583
Mettmann,Station Mettmann,87767090,51.2500536,6.9971719
Ohligs,Station Ohligs,106096507,51.1740783,7.008542
Quint,La Quintaine,71087267,45.8419832,1.3100405
BASF,BASF,152924508,49.5284724,8.4082755
Mutterstadt,Ust Mutterstadt,96251193,49.4387643,8.3542611
Homburg,Homburg,156402422,49.3047681,7.3194091
Paffendorf,Station Paffendorf,26927264,50.9524564,6.5959814
Laer,Station Laer,66038431,51.4721307,7.2791875
Ratsbusch,Station Ratsbusch,24858617,51.5351653,7.5000905
Emscherbruch,Emscherbruch,1076001174,51.554917,7.1718769
Roxel,Station Roxel,25506770,51.9703775,7.5457473
Nehden,Station Nehden,42797575,51.4279274,8.6246579
Rommersheim,Umspannwerk Rommersheim,1024536785,50.2113602,6.4600073
FWH-S,Farbwerke Höchst Süd (FWH-S),23641079,50.078096,8.5372194
Bacharach,Bacharach,373967500,50.0262129,7.6927012
Waldlaubersheim,Umspannwerk Waldlaubersheim,198448981,49.9220861,7.8160115
