NE_name,EIC_Code,TSO,Substation_1,Substation_2,Voltage_level(kV),Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Fixed,DLRmin(A),DLRmax(A),Resistance_R(Ω),Reactance_X(Ω),Susceptance_B(μS),Length_(km),Comment,Substation_1_lat,Substation_1_lon,Substation_1_id,Substation_2_lat,Substation_2_lon,Substation_2_id
Teufelsbruch - Reuter 908,11TD8L908------D,50HERTZ,Teufelsbruch,Reuter,380,,,,,,,1620, ,,0.15,1.69,690.208,7.55,,52.5806648,13.2116827,30132758.0,48.7742739,9.1461095,28480152.0
Thyrow - Ragow 522,11TD8L522------9,50HERTZ,Thyrow,Ragow,380,,,,,,,2504, ,,1.95,15.38,277.968,61.8,,52.2334734,13.3029196,29331392.0,53.8800178,21.3342918,258550287.0
Vierraden - Bertikow 304-303,11T0-0000-2182-A,50HERTZ,Vierraden,Bertikow,220,,,,,,,1070, ,,3.25,11.7,167.748,40.33,,53.0960355,14.2706568,39428980.0,53.2525038,13.9572215,30039908.0
Vierraden - Neuenhagen 483,11T0-0000-0110-J,50HERTZ,Vierraden,Neuenhagen,380,,,,,,,2720, ,,2.36,22.45,442.509,92.26,,53.0960355,14.2706568,39428980.0,52.5391386,13.7097134,137197826.0
Vierraden - Neuenhagen 484,11T0-0000-2031-1,50HERTZ,Vierraden,Neuenhagen,380,,,,,,,2720, ,,2.36,22.45,442.509,92.26,,53.0960355,14.2706568,39428980.0,52.5391386,13.7097134,137197826.0
Vierraden - Pasewalk 306,11TD8L306------F,50HERTZ,Vierraden,Pasewalk,220,,,,,,,1070, ,,4.92,18.12,230.907,61.89,,53.0960355,14.2706568,39428980.0,53.5084632,14.0341826,39437430.0
Vieselbach - Altenfeld 467,11TD8L467------H,50HERTZ,Vieselbach,Altenfeld,380,,,,,,,3600, ,,1.17,14.5,267.664,56.08,,50.9992218,11.1197853,34105558.0,50.5734236,10.991345,149256409.0
Vieselbach - Altenfeld 468,11TD8L468------9,50HERTZ,Vieselbach,Altenfeld,380,,,,,,,3600, ,,1.17,14.5,267.664,56.08,,50.9992218,11.1197853,34105558.0,50.5734236,10.991345,149256409.0
Vieselbach - Remptendorf - Großschwabhausen 415,11TD8L415------4,50HERTZ,Vieselbach,Remptendorf - Großschwabhausen,380,,,,,,,2720, ,,3,19.63,338.098,77.55,,50.9992218,11.1197853,34105558.0,,,
Vieselbach - Remptendorf 416,11TD8L416------X,50HERTZ,Vieselbach,Remptendorf,380,,,,,,,2720, ,,3.02,19.71,339.543,77.55,,50.9992218,11.1197853,34105558.0,50.534273,11.6460233,128277645.0
Vieselbach - Wolkramshausen 367,11TD8L367------R,50HERTZ,Vieselbach,Wolkramshausen,220,,,,,,,1600, ,,2.54,19.59,245.673,65.76,,50.9992218,11.1197853,34105558.0,51.4389073,10.7364133,35141237.0
Vieselbach - Wolkramshausen 368,11TD8L368------J,50HERTZ,Vieselbach,Wolkramshausen,220,,,,,,,1600, ,,2.54,19.59,245.673,65.76,,50.9992218,11.1197853,34105558.0,51.4389073,10.7364133,35141237.0
Wessin - Güstrow 424,11TD8L424------3,50HERTZ,Wessin,Güstrow,380,,,,,,,2720, ,,1.47,12.01,205.24,47.1,,53.5720743,11.6985995,234171369.0,53.8164841,12.1881266,32062544.0
Wolmirstedt - Förderstedt 437,11TD8L437------7,50HERTZ,Wolmirstedt,Förderstedt,380,,,,,,,2520, ,,1.34,12.79,209.554,48.55,,52.2689842,11.6386899,26472665.0,51.9092961,11.6443849,35137205.0
Wolmirstedt - Förderstedt 438,11TD8L438-----0Y,50HERTZ,Wolmirstedt,Förderstedt,380,,,,,,,2520, ,,1.34,12.79,209.576,48.55,,52.2689842,11.6386899,26472665.0,51.9092961,11.6443849,35137205.0
Wolmirstedt - Klostermansfeld 536,11TD8L536------5,50HERTZ,Wolmirstedt,Klostermansfeld,380,,,,,,,2520, ,,3.88,30.28,504.006,117.19,,52.2689842,11.6386899,26472665.0,51.5839908,11.5169356,32690742.0
Wolmirstedt - Teufelsbruch 493,11TD8L493------M,50HERTZ,Wolmirstedt,Teufelsbruch,380,,,,,,,2400, ,,3.67,33.2,518.677,124.4,,52.2689842,11.6386899,26472665.0,52.5806648,13.2116827,30132758.0
Wolmirstedt - Wustermark 494,11TD8L494------E,50HERTZ,Wolmirstedt,Wustermark,380,,,,,,,2500, ,,3.18,27.94,434.419,104.1,,52.2689842,11.6386899,26472665.0,52.5621636,12.9429472,27149550.0
Wuhlheide - Thyrow 291,11TD8L291------L,50HERTZ,Wuhlheide,Thyrow,220,,,,,,,960, ,,2.97,11.19,266.784,38.88,,52.4737262,13.5063407,22973052.0,52.2334734,13.3029196,29331392.0
Wuhlheide (Abzweig) - Thyrow 302/2,11TD8L302------A,50HERTZ,Wuhlheide (Abzweig),Thyrow,220,,,,,,,960, ,,2.97,11.19,153.121,38.88,,,,,52.2334734,13.3029196,29331392.0
Wustermark - Ragow 521-525,11TD8L521-525--G,50HERTZ,Wustermark,Ragow,380,,,,,,,2504, ,,4,32.63,585.436,130.74,,52.5621636,12.9429472,27149550.0,53.8800178,21.3342918,258550287.0
Wustermark - Teufelsbruch 498,11TD8L498------J,50HERTZ,Wustermark,Teufelsbruch,380,,,,,,,2400, ,,0.72,7.74,129.811,29.6,,52.5621636,12.9429472,27149550.0,52.5806648,13.2116827,30132758.0
Wustermark - Thyrow 526,11TD8L526------E,50HERTZ,Wustermark,Thyrow,220,,,,,,,1290, ,,2.06,17.31,312.526,69.44,,52.5621636,12.9429472,27149550.0,52.2334734,13.3029196,29331392.0
Altbach - Muehlhausen ws,11TD400000598-LE,TRANSNETBW,Altbach,Muehlhausen,380, , , , , ,,,2544,3060,0.86,8.02,140.27,31.47, ,48.7206519,9.3765396,37721673.0,,,
Altbach - Wendlingen bl,11TD400000597-LI,TRANSNETBW,Altbach,Wendlingen,380,,,,,,,2000,,,0.13,2.04,31.89,7.5, ,48.7206519,9.3765396,37721673.0,48.6669743,9.4006648,26260052.0
Altlussheim - Daxlanden bl,11TD400000568-LT,TRANSNETBW,Altlussheim,Daxlanden,220,,,,,,,2267,,,1.14,8.82,183.78,37.85, ,,,,49.0091828,8.3137172,152261133.0
Altlussheim - GKM bl,11TD400000580-LE,TRANSNETBW,Altlussheim,GKMB,220,,,,,,,,2505,3000,0.63,4.66,91.8,21.06, ,,,,,,
Beuren - Gurtweil ge,11TD400000559-LU,TRANSNETBW,Beuren,Gurtweil,220,,,,,,,2000,,,2.32,18.52,385.03,77.4, ,47.8064185,8.861502,102743264.0,47.6397989,8.2520121,31367937.0
Beuren - Stockach bl,11TD400000569-LP,TRANSNETBW,Beuren,Stockach,220,,,,,,,1980,,,0.37,2.93,60.79,12.2, ,47.8064185,8.861502,102743264.0,47.8446341,9.0127632,31367936.0
Birkenfeld - Daxlanden ge,11TD400000581-LA,TRANSNETBW,Birkenfeld,Daxlanden,220,,,,,,,,1123,1283,0.97,6.83,141.21,29.3,Pfinztal,48.8900842,8.6416567,32966636.0,49.0091828,8.3137172,152261133.0
Bisamberg - Duernrohr 297,14T-220-0-002977,APG,Bisamberg,Duernrohr,220,,,,,,,2080,,,1.1,12.7,167.1327,51.1,,48.3583123,16.3782533,24253250.0,,,
Bisamberg - Duernrohr 298,14T-220-0-002985,APG,Bisamberg,Duernrohr,220,,,,,,,2080,,,1.1,12.7,167.1327,51.1,,48.3583123,16.3782533,24253250.0,,,
Bisamberg - Duernrohr 436A,14T-380-0-0436AJ,APG,Bisamberg,Duernrohr,380,,,,,,,2300,,,1.11,15.52,193.1136,51.1,,48.3583123,16.3782533,24253250.0,,,
Bisamberg - Duernrohr 443A,14T-380-0-443AK0,APG,Bisamberg,Duernrohr,380,,,,,,,2300,,,2.75,38.62,480.3494,127,,48.3583123,16.3782533,24253250.0,,,
Bisamberg - Duernrohr 444A,14T-380-0-0444AL,APG,Bisamberg,Duernrohr,380,,,,,,,2300,,,1.109,15.52,193.1136,51.1,,48.3583123,16.3782533,24253250.0,,,
Bisamberg - Kledering 228B,14T-220-0-0228BT,APG,Bisamberg,Kledering,220,,,,,,,1200,,,2.165,11.71,137.9473,37.5,,48.3583123,16.3782533,24253250.0,48.1391421,16.4329859,25539194.0
Bisamberg - Sarasdorf 444C,14T-380-0-0444CH,APG,Bisamberg,Sarasdorf,380,,,,,,,2300,,,1.078,15.05,188.0871,49.6,,48.3583123,16.3782533,24253250.0,48.0318168,16.6959469,107248400.0
Bisamberg - Wien Suedost 227,14T-220-0-00227S,APG,Bisamberg,Wien Suedost,220,,,,,,,1200,,,2.248,12.14,143.0052,38.9,,48.3583123,16.3782533,24253250.0,,,
Bisamberg - Wien Suedost 436B,14T-380-0-0436BH,APG,Bisamberg,Wien Suedost,380,,,,,,,2300,,,1.649,23.25,288.964,76,,48.3583123,16.3782533,24253250.0,,,
Bisamberg - Ybbsfeld 207,14T-220-0-00207Y,APG,Bisamberg,Ybbsfeld,220,,,,,,,800,,,8.876,47.31,321.699,114.6,,48.3583123,16.3782533,24253250.0,48.146697,15.0478209,30076588.0
Bisamberg - Ybbsfeld 208,14T-220-0-00208W,APG,Bisamberg,Ybbsfeld,220,,,,,,,800,,,8.876,47.31,321.699,114.6,,48.3583123,16.3782533,24253250.0,48.146697,15.0478209,30076588.0
Bisamberg - Zaya 443B,14T-380-0-0443BM,APG,Bisamberg,Zaya,380,,,,,,,2300,,,0.904,16.34,230,57.3,,48.3583123,16.3782533,24253250.0,48.6057763,16.8000937,96616299.0
Buehl - Weier gn,11TD400000566-L0,TRANSNETBW,Buehl,Weier,220,,,,,,,,1261,1595,1.7,8.5,111.56,28.9, ,,,,48.5436389,7.9731025,48046379.0
Buenzwangen - Laichingen gn,11TD400000600-LB,TRANSNETBW,Buenzwangen,Laichingen,380,,,,,,,,2511,3000,1.09,12.41,192.17,48.1, ,,,,48.4649215,9.7043902,26404600.0
Buenzwangen - Wendlingen ge,11TD400000601-L7,TRANSNETBW,Buenzwangen,Wendlingen,380,,,,,,,3150,,,0.23,3.36,55.54,12.8, ,,,,48.6669743,9.4006648,26260052.0
Buers - Obermooweiler bl,11TD400000538-L7,TRANSNETBW,Buers,Obermooweiler,380,,,,,,,,2472,2660,2.24,20.4,345.42,78.5, ,,,,47.6528124,9.8013312,31131320.0
Buers - Obermooweiler ws,11TD400000537-LB,TRANSNETBW,Buers,Obermooweiler,380,,,,,,,2400,,,2.28,20.5,347.15,78.5, ,,,,47.6528124,9.8013312,31131320.0
Daxlanden - Eichstetten gn,11TD400000588-LJ,TRANSNETBW,Daxlanden,Eichstetten,380,,,,,,,,2352,2920,3.62,31.02,542.24,120.7,Schutter,49.0091828,8.3137172,152261133.0,48.0963868,7.7519886,87653464.0
Daxlanden - Eichstetten rt,11TD400000577-LS,TRANSNETBW,Daxlanden,Eichstetten,380,,,,,,,,2523,3000,3.62,30.41,547.27,120.7,Oberrhein,49.0091828,8.3137172,152261133.0,48.0963868,7.7519886,87653464.0
Daxlanden - KarlsruheWest ge,11TD400000590-L9,TRANSNETBW,Daxlanden,KarlsruheWest,220,,,,,,,769,,,0.08,0.7,11.37,3.5,Waidfeld,49.0091828,8.3137172,152261133.0,49.0130815,8.349138,32731290.0
Daxlanden - KarlsruheWest rt,11TD400000584-LZ,TRANSNETBW,Daxlanden,KarlsruheWest,220,,,,,,,769,,,0.08,0.7,11.37,3.5,Rappenwört,49.0091828,8.3137172,152261133.0,49.0130815,8.349138,32731290.0
Daxlanden - Kuehmoos ge,11T-D4-D7-00004Q,TRANSNETBW,Daxlanden,Kuehmoos,380,,,,,,,2565,,,6.06,51.62,898.5,204.2,Rheingraben (line is owned by Amprion),49.0091828,8.3137172,152261133.0,,,
Daxlanden - Oberwald rt,11TD400000586-LR,TRANSNETBW,Daxlanden,Oberwald,220,,,,,,,,1535,1916,0.47,3.34,63.02,13.5,Seehof,49.0091828,8.3137172,152261133.0,48.9860836,8.4454459,32725957.0
Daxlanden - Philippsburg ge,11TD400000562-LG,TRANSNETBW,Daxlanden,Philippsburg,380,,,,,,,3150,,,0.59,8.71,138.23,32.6, ,49.0091828,8.3137172,152261133.0,49.2502698,8.4409751,48057110.0
Daxlanden - Philippsburg rt,11TD400000585-LV,TRANSNETBW,Daxlanden,Philippsburg,380,,,,,,,3150,,,0.59,8.71,138.14,32.7, ,49.0091828,8.3137172,152261133.0,49.2502698,8.4409751,48057110.0
Daxlanden - RDK7 sw,11TD400000552-LL,TRANSNETBW,Daxlanden,RDK7,380,,,,,,,1200,,,0.01,0.15,1.79,0.5, ,49.0091828,8.3137172,152261133.0,49.0115453,8.3044621,272646943.0
Daxlanden - RDK8 gn,11TD400000547-L6,TRANSNETBW,Daxlanden,RDK8,380,,,,,,,,2720,3000,0.02,0.16,2.8,0.5, ,49.0091828,8.3137172,152261133.0,49.0125819,8.3062402,809941086.0
DCPH1 - Phillipsburg gn,11T0-D4NOEIC-003,TRANSNETBW,DC Phillipsburg,Philippsburg,380, , , , , , ,3600,3600,3600,0.01,0.13,2.39,0.52, ,,,,49.2502698,8.4409751,48057110.0
DCPH1 - Phillipsburg sw,11T0-D4NOEIC-004,TRANSNETBW,DC Phillipsburg,Philippsburg,380, , , , , , ,3600,3600,3600,0.01,0.13,2.39,0.52, ,,,,49.2502698,8.4409751,48057110.0
Dellmensingen - Laichingen ws,11TD400000526-LK,TRANSNETBW,Dellmensingen,Laichingen,380,,,,,,,,2478,3000,0.62,6.65,101.03,23.3, ,48.3041947,9.8856342,41389594.0,48.4649215,9.7043902,26404600.0
Dellmensingen - Obermooweiler gn,11TD400000535-LJ,TRANSNETBW,Dellmensingen,Obermooweiler,380,,,,,,,,2488,3150,2.29,19.22,341.33,76.1, ,48.3041947,9.8856342,41389594.0,47.6528124,9.8013312,31131320.0
Dellmensingen - Rotensohl bl,11TD400000593-LY,TRANSNETBW,Dellmensingen,Rotensohl,380,,,,,,,,1800,2000,1.89,18.54,276.59,67.1, ,48.3041947,9.8856342,41389594.0,48.7367235,10.222435,38325076.0
Duernrohr - Etzersdorf 434B,14T-380-0-0434BN,APG,Duernrohr,Etzersdorf,380,,,,,,,2300,,,0.3,4.4,51.05088,13.9,,,,,48.2687938,15.7373625,30042006.0
Duernrohr - Kronstorf 433,14T-380-0-00433L,APG,Duernrohr,Kronstorf,380,,,,,,,2300,,,2.56,37.2,434.7963,118.3,,,,,48.1163904,14.4693298,235546807.0
Duernrohr - Wien Suedost 435A,14T-380-0-0435AM,APG,Duernrohr,Wien Suedost,380,,,,,,,2300,,,2.75,38.62,480.3494,127,,,,,,,
Eichstetten - Gurtweil ge,11TD400000571-LF,TRANSNETBW,Eichstetten,Gurtweil,220,,,,,,,,1092,1200,4.65,22.72,256.86,72.3,Hoellental Ost,48.0963868,7.7519886,87653464.0,47.6397989,8.2520121,31367937.0
Eichstetten - Gurtweil rt,11TD400000572-LB,TRANSNETBW,Eichstetten,Gurtweil,220,,,,,,,,1092,1485,4.65,22.72,256.86,72.3,Hoellental West,48.0963868,7.7519886,87653464.0,47.6397989,8.2520121,31367937.0
Eichstetten - Kuehmoos ws,11TD400000573-L7,TRANSNETBW,Eichstetten,Kuehmoos,380,,,,,,,,2508,3000,2.5,21.01,377.93,83.4, ,48.0963868,7.7519886,87653464.0,,,
Eichstetten - Weier ge,11TD400000579-LK,TRANSNETBW,Eichstetten,Weier,220,,,,,,,2500,,,1.46,11.18,240.02,48.8, ,48.0963868,7.7519886,87653464.0,48.5436389,7.9731025,48046379.0
Eichstetten - Weier rt,11TD400000578-LO,TRANSNETBW,Eichstetten,Weier,220,,,,,,,,1261,1595,2.88,14.35,187.77,48.8, ,48.0963868,7.7519886,87653464.0,48.5436389,7.9731025,48046379.0
Endersbach - Wendlingen bl,11TD400000528-LC,TRANSNETBW,Endersbach,Wendlingen,380,,,,,,,,2509,3150,0.5,5.21,89.88,20.3, ,48.8126223,9.3775116,48428875.0,48.6669743,9.4006648,26260052.0
Engstlatt - Oberjettingen ws,11T0-0000-0097-8,TRANSNETBW,Engstlatt,Oberjettingen,380,,,,,,,,2485,3150,0.85,8.96,144.73,33.8, ,48.310063,8.872744,42736239.0,48.5837056,8.785313,26814283.0
Engstlatt - Trossingen rt,11TD40000A548-L6,TRANSNETBW,Engstlatt,Trossingen,380,,,,,,,,2720,3120,0.76,9.9,159.78,37.3, ,48.310063,8.872744,42736239.0,48.0659877,8.6166265,35954395.0
Ernsthofen - Hausruck 203C,14T-220-0-0203CD,APG,Ernsthofen,Hausruck,220,,,,,,,1000,,,1.164,13.15,185.8569,45.9,,48.1245976,14.4738968,27763479.0,48.1043962,13.8997983,93077882.0
Ernsthofen - Klaus 201B,14T-220-0-0201BL,APG,Ernsthofen,Klaus,220,,,,,,,925,,,3.47,18,128.35,67.4,,48.1245976,14.4738968,27763479.0,47.3040024,9.6220285,100478972.0
Ernsthofen - Sattledt 204D,14T-220-0-0204CA,APG,Ernsthofen,Sattledt,220,,,,,,,1070,,,0.869,9.823,138.638,34.2,,48.1245976,14.4738968,27763479.0,48.0832552,14.0521115,50650855.0
Ernsthofen - Wallsee 205A,14T-220-0-0205AB,APG,Ernsthofen,Wallsee,220,,,,,,,810,,,1.79,9.27,62.7376,22.4,,48.1245976,14.4738968,27763479.0,48.1641688,14.6952629,95837658.0
Ernsthofen - Weissenbach 202,14T-220-0-002027,APG,Ernsthofen,Weissenbach,220,,,,,,,925,,,6.67,34.49,240.08,84.4,,48.1245976,14.4738968,27763479.0,48.0345141,13.2904316,1335775279.0
Ernsthofen - Ybbsfeld 206,14T-221-0-00206Q,APG,Ernsthofen,Ybbsfeld,220,,,,,,,810,,,3.44,18.24,123.6215,44.1,,48.1245976,14.4738968,27763479.0,48.146697,15.0478209,30076588.0
Etzersdorf - Kronstorf 434A,14T-380-0-0434AP,APG,Etzersdorf,Kronstorf,380,,,,,,,2300,,,2.26,32.82,383.5884,0.7,,48.2687938,15.7373625,30042006.0,48.1163904,14.4693298,235546807.0
Feistritz - Obersielach 268,14T-220-0-00268E,APG,Feistritz,Obersielach,220,,,,,,,2080,,,1.238,14.2,185.8566,47.8,,46.535844,14.1729613,86119456.0,46.6685514,14.681692,83831570.0
Feistritz - Villach Süd 266C,14T-220-0-0266CH,APG,Feistritz,Villach Süd,220,,,,,,,2080,,,0.761,8.727,114.2,41.3,,46.535844,14.1729613,86119456.0,46.5539607,13.8278922,603139216.0
GKN2 - Grossgartach sw,11TD400000529-L8,TRANSNETBW,GKN2,Grossgartach,380,,,,,,,,2621,3000,0.47,4.35,75.81,16.9, ,49.0393813,9.1773152,153328698.0,,,
Goldshoefe - Kupferzell gn,11TD400000545-LE,TRANSNETBW,Goldshoefe,Kupferzell,380,,,,,,,,2656,3150,1.53,13.87,249.66,55.2, ,,,,49.2326602,9.6947415,143854536.0
Goldshoefe - Rotensohl gn,11TD400000544-LI,TRANSNETBW,Goldshoefe,Rotensohl,380,,,,,,,2000,,,0.52,5.44,86.55,20.4, ,,,,48.7367235,10.222435,38325076.0
Greuth - Lienz 266A,14T-220-0-0266AL,APG,Greuth,Lienz,220,,,,,,,2080,,,2.111,24.23,317.2999,81.5,,49.2915054,10.6266595,53820093.0,46.8299772,12.7585271,148495765.0
Greuth - Villach Süd 266B,14T-220-0-0266BJ,APG,Greuth,Villach Süd,220,,,,,,,2080,,,0.308,3.535,46.28,81.5,,49.2915054,10.6266595,53820093.0,46.5539607,13.8278922,603139216.0
Grossgartach - Großgartach C2 gn,11T0-0000-1507-D,TRANSNETBW,Grossgartach,Großgartach C2,380,,,,,,,5000,,,0.05,0.5,1.57,0.01, ,,,,,,
Grossgartach - Heilbronn rt,11TD400000527-LG,TRANSNETBW,Grossgartach,Heilbronn,380,,,,,,,2000,,,0.21,1.9,29.91,7, ,,,,49.06757,9.2951867,31323305.0
Grossgartach - Hueffenhardt bl,11TD400000551-LP,TRANSNETBW,Grossgartach,Hueffenhardt,380,,,,,,,,2610,3150,0.52,4.8,81.34,18.5, ,,,,,,
Grossgartach - Kupferzell ws,11TD400000524-LS,TRANSNETBW,Grossgartach ,Kupferzell,380,,,,,,,,2099,2583,1.25,13.66,190.13,47.7, ,,,,49.2326602,9.6947415,143854536.0
Grossgartach - Pulverdingen rt,11TD40000A530-L6,TRANSNETBW,Grossgartach  2,Pulverdingen,380,,,,,,,,2507,3150,0.76,7.87,126.36,29.6, ,,,,48.9029289,9.0457694,43688805.0
Grossgartach - Pulverdingen ws,11TD400000525-LO,TRANSNETBW,Grossgartach ,Pulverdingen,380,,,,,,,,2500,3150,0.76,7.86,126.26,29.6, ,,,,48.9029289,9.0457694,43688805.0
Gruenkraut - Herbertingen rt,11TD400000534-LN,TRANSNETBW,Gruenkraut,Herbertingen,380,,,,,,,,1722,1800,1.4,12.67,153.59,41.1, ,,,,48.0645109,9.4249693,25306752.0
Gruenkraut - Obermooweiler bl,11TD40000A536-LJ,TRANSNETBW,Gruenkraut,Obermooweiler,380,,,,,,,1800,,,0.47,4.67,82.64,18.2, ,,,,47.6528124,9.8013312,31131320.0
Hausruck - Sattledt 204C,14T-220-0-0204BC,APG,Hausruck,Sattledt,220,,,,,,,2150,,,0.295,3.33,47.2495,11.7,,48.1043962,13.8997983,93077882.0,48.0832552,14.0521115,50650855.0
Hessenberg - Obersielach 286,14T-220-0-00286C,APG,Hessenberg,Obersielach,220,,,,,,,800,,,8.379,41.2,279.35,99.4,,47.3970491,15.0209736,88680218.0,46.6685514,14.681692,83831570.0
Hessenberg - Ternitz 225A,14T-220-0-0225A3,APG,Hessenberg,Ternitz,220,,,,,,,750,,,8.03,39.5,267.5694,95.2,,47.3970491,15.0209736,88680218.0,47.7070882,16.0649892,83202471.0
Hessenberg - Ternitz 226A,14T-220-0-0226A0,APG,Hessenberg,Ternitz,220,,,,,,,750,,,8.03,39.5,267.5694,95.2,,47.3970491,15.0209736,88680218.0,47.7070882,16.0649892,83202471.0
Hessenberg - Weissenbach 223,14T-221-0-00223Q,APG,Hessenberg,Weissenbach,220,,,,,,,800,,,5.99,29.5,199.8367,71.1,,47.3970491,15.0209736,88680218.0,48.0345141,13.2904316,1335775279.0
Hessenberg - Weissenbach 224,14T-220-0-00224Y,APG,Hessenberg,Weissenbach,220,,,,,,,800,,,5.99,29.5,199.8367,71.1,,47.3970491,15.0209736,88680218.0,48.0345141,13.2904316,1335775279.0
Hessenberg - Zeltweg 287,14T-220-0-00287A,APG,Hessenberg,Zeltweg,220,,,,,,,800,,,3.634,17.87,121.14,43.1,,47.3970491,15.0209736,88680218.0,47.1809776,14.7261996,88684218.0
Hoepfingen - Hueffenhardt ge,11TD400000543-LM,TRANSNETBW,Hoepfingen,Hueffenhardt,380,,,,,,,,2630,3150,1.36,12.11,204.27,45.4, ,,,,,,
Bezdecin - Chotejovice,27T-TLI-V210---F,CEPS,Bezdecin,Chotejovice,220,,,,,,,656,,,6.46,38.1,243,97.9,,50.657749,15.1125019,28475691.0,50.583071,13.8014302,197827799.0
Bezdecin - Babylon,27T-TLI-V451---9,CEPS,Bezdecin,Babylon,380,,,,,,,,2235,2400,1.28,16.02,217,53.6,,50.657749,15.1125019,28475691.0,50.6355873,14.455837,28479110.0
Bezdecin - Neznasov,27T-TLI-V452---4,CEPS,Bezdecin,Neznasov,380,,,,,,,,2265,2400,1.58,20.53,260,68.3,,50.657749,15.1125019,28475691.0,50.3359504,15.8349584,28268556.0
C. Stred - Bezdecin - V209,27T-TLI-V209---D,CEPS,C. Stred,Bezdecin,220,,,,,,,755,,,4.82,28.69,190,68.4,,,,,50.657749,15.1125019,28475691.0
C. Stred - Tynec,27T-TLI-V400---7,CEPS,C. Stred,Tynec,380,,,,,,,,2100,2400,1.42,14.06,180,46.2,,,,,50.0549701,15.3617203,28622793.0
C. Stred - Bezdecin - V454,27T-TLI-V454---V,CEPS,C. Stred,Bezdecin,380,,,,,,,,2265,2400,1.55,18.24,291,67.6,,,,,50.657749,15.1125019,28475691.0
Cebin - Mirovka,27T-TLI-V422---M,CEPS,Cebin,Mirovka,380,,,,,,,,2055,2400,2.34,26.61,337,88.4,,,,,49.5806613,15.5990919,28382372.0
Cebin - Sokolnice,27T-TLI-V423---H,CEPS,Cebin,Sokolnice,380,,,,,,,2000,,,1.04,11.44,154,38.3,,,,,49.1122091,16.6994817,27849030.0
Cebin - Slavetice,27T-TLI-V434---6,CEPS,Cebin,Slavetice,380,,,,,,,1968,,,1.09,13.92,194,50.7,,,,,49.1037536,16.1188969,27867392.0
Chodov - C. Stred,27T-TLI-V415---D,CEPS,Chodov,C. Stred,380,,,,,,,,2265,2400,0.82,10.5,130,35.1,,50.0179723,14.5035126,28478409.0,,,
Chotejovice - Vyskov - V480,27T-TLI-V480---X,CEPS,Chotejovice,Vyskov,380,,,,,,,2000,,,0.69,8.03,122,28.9,,50.583071,13.8014302,197827799.0,50.3962829,13.6949432,28349754.0
Chrast - Prestice,27T-TLI-V431---L,CEPS,Chrast,Prestice,380,,,,,,,,2235,2400,0.8,9.46,122,32.6,,49.778616,13.4746821,28476742.0,49.5895225,13.3353288,28477054.0
Dasny - Slavetice,27T-TLI-V433---B,CEPS,Dasny,Slavetice,380,,,,,,,,2235,2800,3.46,42.53,575,142.7,,49.0252991,14.4217153,28479829.0,49.1037536,16.1188969,27867392.0
H. Zivotice - Krasikov,27T-TLI-V458---B,CEPS,H. Zivotice,Krasikov,380,,,,,,,2000,,,2.51,31.34,429,107,,,,,49.8586955,16.6686072,28470958.0
H. Zivotice - Kletne,27T-TLI-V459---6,CEPS,H.Zivotice,Kletne,380,,,,,,,1968,,,0.98,11.79,166,42.1,,,,,49.6781598,17.9411677,174152948.0
Hradec - Reporyje,27T-TLI-V412---S,CEPS,Hradec,Reporyje,380,,,,,,,,2010,2800,3.17,35.1,513,116.9,,50.3459193,13.3273146,28099187.0,50.0157047,14.3299623,28457258.0
Hradec - Mirovka,27T-TLI-V420---W,CEPS,Hradec,Mirovka,380,,,,,,,,2010,2400,5.9,60.38,767,209.6,,50.3459193,13.3273146,28099187.0,49.5806613,15.5990919,28382372.0
Hradec - Chrast,27T-TLI-V430---Q,CEPS,Hradec,Chrast,380,,,,,,,,2235,2400,2.02,24.85,318,82.2,,50.3459193,13.3273146,28099187.0,49.778616,13.4746821,28476742.0
Kletne - Nosovice,27T-TLI-V405---J,CEPS,Kletne,Nosovice,380,,,,,,,1968,,,1.2,14.98,210,53.5,,49.6781598,17.9411677,174152948.0,49.6690344,18.4309024,28624204.0
Kocin - Dasny - V473,27T-TLI-V473---O,CEPS,Kocin,Dasny,380,,,,,,,,2235,2400,0.83,10,141,35.6,,49.1584746,14.3525383,28469397.0,49.0252991,14.4217153,28479829.0
Kocin - Dasny - V474,27T-TLI-V474---J,CEPS,Kocin,Dasny,380,,,,,,,,2265,2400,0.98,11.87,187,42.9,,49.1584746,14.3525383,28469397.0,49.0252991,14.4217153,28479829.0
Kocin - Chodov,27T-TLI-V476---9,CEPS,Kocin,Chodov,380,,,,,,,2265,,,2.91,36.14,505,129,,49.1584746,14.3525383,28469397.0,50.0179723,14.5035126,28478409.0
Krasikov - Prosenice,27T-TLI-V402---Y,CEPS,Krasikov,Prosenice,380,,,,,,,2000,,,2.34,26.61,336,87.6,,49.8586955,16.6686072,28470958.0,49.5036557,17.4992159,28625556.0
Liskovec - Prosenice - V253,27T-TLI-V253---D,CEPS,Liskovec,Prosenice,220,,,,,,,,655,900,5.94,27.32,178.3,71.3,,49.7051523,18.315958,28624004.0,49.5036557,17.4992159,28625556.0
Liskovec - Prosenice - V254,27T-TLI-V254---8,CEPS,Liskovec,Prosenice,220,,,,,,,,655,900,5.94,27.32,178.3,71.3,,49.7051523,18.315958,28624004.0,49.5036557,17.4992159,28625556.0
