country,countryLabel,count
http://www.wikidata.org/entity/Q30,United States,4084
http://www.wikidata.org/entity/Q148,People's Republic of China,563
http://www.wikidata.org/entity/Q159,Russia,270
http://www.wikidata.org/entity/Q668,India,268
http://www.wikidata.org/entity/Q145,United Kingdom,243
http://www.wikidata.org/entity/Q183,Germany,236
http://www.wikidata.org/entity/Q17,Japan,186
http://www.wikidata.org/entity/Q408,Australia,148
http://www.wikidata.org/entity/Q43,Turkey,116
http://www.wikidata.org/entity/Q794,Iran,105
http://www.wikidata.org/entity/Q36,Poland,100
http://www.wikidata.org/entity/Q29,Spain,97
http://www.wikidata.org/entity/Q38,Italy,96
http://www.wikidata.org/entity/Q902,Bangladesh,87
http://www.wikidata.org/entity/Q155,Brazil,83
http://www.wikidata.org/entity/Q16,Canada,83
http://www.wikidata.org/entity/Q252,Indonesia,82
http://www.wikidata.org/entity/Q865,Taiwan,63
http://www.wikidata.org/entity/Q142,France,63
http://www.wikidata.org/entity/Q218,Romania,59
http://www.wikidata.org/entity/Q884,South Korea,50
http://www.wikidata.org/entity/Q262,Algeria,49
http://www.wikidata.org/entity/Q878,United Arab Emirates,48
http://www.wikidata.org/entity/Q212,Ukraine,44
http://www.wikidata.org/entity/Q258,South Africa,44
http://www.wikidata.org/entity/Q79,Egypt,41
http://www.wikidata.org/entity/Q33,Finland,39
http://www.wikidata.org/entity/Q833,Malaysia,38
http://www.wikidata.org/entity/Q96,Mexico,36
http://www.wikidata.org/entity/Q1033,Nigeria,35
http://www.wikidata.org/entity/Q869,Thailand,34
http://www.wikidata.org/entity/Q843,Pakistan,30
http://www.wikidata.org/entity/Q114,Kenya,29
http://www.wikidata.org/entity/Q55,Netherlands,28
http://www.wikidata.org/entity/Q851,Saudi Arabia,25
http://www.wikidata.org/entity/Q213,Czech Republic,25
http://www.wikidata.org/entity/Q664,New Zealand,25
http://www.wikidata.org/entity/Q854,Sri Lanka,24
http://www.wikidata.org/entity/Q928,Philippines,23
http://www.wikidata.org/entity/Q219,Bulgaria,21
http://www.wikidata.org/entity/Q28,Hungary,21
http://www.wikidata.org/entity/Q298,Chile,21
http://www.wikidata.org/entity/Q842,Oman,21
http://www.wikidata.org/entity/Q232,Kazakhstan,20
http://www.wikidata.org/entity/Q881,Vietnam,19
http://www.wikidata.org/entity/Q35,Denmark,19
http://www.wikidata.org/entity/Q739,Colombia,19
http://www.wikidata.org/entity/Q40,Austria,18
http://www.wikidata.org/entity/Q41,Greece,18
http://www.wikidata.org/entity/Q31,Belgium,17
http://www.wikidata.org/entity/Q1028,Morocco,17
http://www.wikidata.org/entity/Q801,Israel,17
http://www.wikidata.org/entity/Q1016,Libya,16
http://www.wikidata.org/entity/Q334,Singapore,16
http://www.wikidata.org/entity/Q414,Argentina,15
http://www.wikidata.org/entity/Q45,Portugal,13
http://www.wikidata.org/entity/Q20,Norway,13
http://www.wikidata.org/entity/Q191,Estonia,13
http://www.wikidata.org/entity/Q1036,Uganda,12
http://www.wikidata.org/entity/Q403,Serbia,12
http://www.wikidata.org/entity/Q27,Ireland,11
http://www.wikidata.org/entity/Q711,Mongolia,11
http://www.wikidata.org/entity/Q37,Lithuania,10
http://www.wikidata.org/entity/Q117,Ghana,10
http://www.wikidata.org/entity/Q766,Jamaica,10
http://www.wikidata.org/entity/Q948,Tunisia,10
http://www.wikidata.org/entity/Q265,Uzbekistan,8
http://www.wikidata.org/entity/Q924,Tanzania,8
http://www.wikidata.org/entity/Q189,Iceland,8
http://www.wikidata.org/entity/Q717,Venezuela,7
http://www.wikidata.org/entity/Q227,Azerbaijan,7
http://www.wikidata.org/entity/Q1041,Senegal,7
http://www.wikidata.org/entity/Q810,Jordan,7
http://www.wikidata.org/entity/Q1027,Mauritius,7
http://www.wikidata.org/entity/Q215,Slovenia,7
http://www.wikidata.org/entity/Q39,Switzerland,7
http://www.wikidata.org/entity/Q846,Qatar,7
http://www.wikidata.org/entity/Q419,Peru,6
http://www.wikidata.org/entity/Q34,Sweden,6
http://www.wikidata.org/entity/Q786,Dominican Republic,6
http://www.wikidata.org/entity/Q398,Bahrain,6
http://www.wikidata.org/entity/Q817,Kuwait,6
http://www.wikidata.org/entity/Q1008,Ivory Coast,6
http://www.wikidata.org/entity/Q225,Bosnia and Herzegovina,6
http://www.wikidata.org/entity/Q796,Iraq,5
http://www.wikidata.org/entity/Q1032,Niger,5
http://www.wikidata.org/entity/Q1049,Sudan,5
http://www.wikidata.org/entity/Q214,Slovakia,5
http://www.wikidata.org/entity/Q1029,Mozambique,5
http://www.wikidata.org/entity/Q77,Uruguay,5
http://www.wikidata.org/entity/Q224,Croatia,5
http://www.wikidata.org/entity/Q874,Turkmenistan,5
http://www.wikidata.org/entity/Q954,Zimbabwe,5
http://www.wikidata.org/entity/Q15180,Soviet Union,4
http://www.wikidata.org/entity/Q184,Belarus,4
http://www.wikidata.org/entity/Q916,Angola,4
http://www.wikidata.org/entity/Q221,North Macedonia,4
http://www.wikidata.org/entity/Q399,Armenia,4
http://www.wikidata.org/entity/Q822,Lebanon,4
http://www.wikidata.org/entity/Q115,Ethiopia,4
http://www.wikidata.org/entity/Q1025,Mauritania,3
http://www.wikidata.org/entity/Q1019,Madagascar,3
http://www.wikidata.org/entity/Q783,Honduras,3
http://www.wikidata.org/entity/Q963,Botswana,3
http://www.wikidata.org/entity/Q217,Moldova,3
http://www.wikidata.org/entity/Q858,Syria,3
http://www.wikidata.org/entity/Q736,Ecuador,3
http://www.wikidata.org/entity/Q754,Trinidad and Tobago,3
http://www.wikidata.org/entity/Q229,Cyprus,3
http://www.wikidata.org/entity/Q1037,Rwanda,3
http://www.wikidata.org/entity/Q1030,Namibia,3
http://www.wikidata.org/entity/Q1009,Cameroon,2
http://www.wikidata.org/entity/Q945,Togo,2
http://www.wikidata.org/entity/Q1000,Gabon,2
http://www.wikidata.org/entity/Q657,Chad,2
http://www.wikidata.org/entity/Q233,Malta,2
http://www.wikidata.org/entity/Q423,North Korea,2
http://www.wikidata.org/entity/Q32,Luxembourg,2
http://www.wikidata.org/entity/Q1005,The Gambia,2
http://www.wikidata.org/entity/Q1039,São Tomé and Príncipe,2
http://www.wikidata.org/entity/Q1020,Malawi,2
http://www.wikidata.org/entity/Q1042,Seychelles,2
http://www.wikidata.org/entity/Q222,Albania,2
http://www.wikidata.org/entity/Q967,Burundi,2
http://www.wikidata.org/entity/Q211,Latvia,2
http://www.wikidata.org/entity/Q230,Georgia,2
http://www.wikidata.org/entity/Q792,El Salvador,2
http://www.wikidata.org/entity/Q971,Republic of the Congo,2
http://www.wikidata.org/entity/Q1246,Kosovo,2
http://www.wikidata.org/entity/Q953,Zambia,2
http://www.wikidata.org/entity/Q804,Panama,1
http://www.wikidata.org/entity/Q1007,Guinea-Bissau,1
http://www.wikidata.org/entity/Q962,Benin,1
http://www.wikidata.org/entity/Q1014,Liberia,1
http://www.wikidata.org/entity/Q1006,Guinea,1
http://www.wikidata.org/entity/Q1044,Sierra Leone,1
http://www.wikidata.org/entity/Q965,Burkina Faso,1
http://www.wikidata.org/entity/Q983,Equatorial Guinea,1
http://www.wikidata.org/entity/Q1045,Somalia,1
http://www.wikidata.org/entity/Q5710,Bashkortostan,1
http://www.wikidata.org/entity/Q683,Samoa,1
http://www.wikidata.org/entity/Q241,Cuba,1
http://www.wikidata.org/entity/Q574,Timor-Leste,1
http://www.wikidata.org/entity/Q219060,State of Palestine,1
http://www.wikidata.org/entity/Q1054923,British Hong Kong,1
http://www.wikidata.org/entity/Q958,South Sudan,1
http://www.wikidata.org/entity/Q889,Afghanistan,1
http://www.wikidata.org/entity/Q691,Papua New Guinea,1
http://www.wikidata.org/entity/Q811,Nicaragua,1
http://www.wikidata.org/entity/Q819,Laos,1
http://www.wikidata.org/entity/Q236,Montenegro,1
http://www.wikidata.org/entity/Q813,Kyrgyzstan,1
http://www.wikidata.org/entity/Q774,Guatemala,1
http://www.wikidata.org/entity/Q863,Tajikistan,1
