country,countryLabel,count
http://www.wikidata.org/entity/Q142,France,11
http://www.wikidata.org/entity/Q30,United States,6
http://www.wikidata.org/entity/Q16,Canada,3
http://www.wikidata.org/entity/Q183,Germany,3
http://www.wikidata.org/entity/Q55,Netherlands,2
http://www.wikidata.org/entity/Q31,Belgium,2
http://www.wikidata.org/entity/Q213,Czech Republic,2
http://www.wikidata.org/entity/Q17,Japan,1
http://www.wikidata.org/entity/Q145,United Kingdom,1
http://www.wikidata.org/entity/Q664,New Zealand,1
http://www.wikidata.org/entity/Q45,Portugal,1
